"","extGene","wt.group","tgfb.group","shZ.group","CA1a.group"
"9726","LOC158435",2,6,6,2
"9727","LOC1720",2,6,7,2
"9728","LOC200726",5,6,1,5
"9729","LOC200772",4,6,5,5
"9730","LOC201651",2,6,6,2
"9731","LOC202181",5,4,6,5
"9732","LOC202781",4,1,2,5
"9733","LOC220729",6,5,7,6
"9734","LOC221122",5,4,6,5
"9735","LOC253039",7,7,3,6
"9736","LOC253044",5,6,6,5
"9737","LOC253573",2,6,6,5
"9738","LOC254099",5,4,6,6
"9739","LOC254128",7,5,1,6
"9740","LOC255130",5,4,3,5
"9741","LOC255167",3,6,7,2
"9742","LOC255654",5,4,5,5
"9743","LOC256021",2,4,3,5
"9744","LOC256880",1,3,2,7
"9745","LOC257358",4,4,1,5
"9746","LOC257396",5,2,7,3
"9747","LOC283038",2,4,2,5
"9748","LOC283070",7,1,7,1
"9749","LOC283177",5,6,7,4
"9750","LOC283194",2,6,6,4
"9751","LOC283214",3,4,6,6
"9752","LOC283299",5,4,6,5
"9753","LOC283332",2,5,6,2
"9754","LOC283335",1,7,5,7
"9755","LOC283403",6,3,5,5
"9756","LOC283440",5,3,6,3
"9757","LOC283585",5,4,6,2
"9758","LOC283587",3,6,6,2
"9759","LOC283692",5,4,6,5
"9760","LOC283693",2,4,4,5
"9761","LOC283710",5,4,1,7
"9762","LOC283731",7,3,6,6
"9763","LOC283856",5,4,6,5
"9764","LOC283914",5,6,1,2
"9765","LOC284009",5,4,1,1
"9766","LOC284023",1,1,4,1
"9767","LOC284080",1,7,4,7
"9768","LOC284100",5,6,5,5
"9769","LOC284294",2,6,6,2
"9770","LOC284385",6,5,3,6
"9771","LOC284395",5,4,6,5
"9772","LOC284454",4,2,6,1
"9773","LOC284578",2,6,6,5
"9774","LOC284581",2,6,7,2
"9775","LOC284632",5,4,6,5
"9776","LOC284648",6,3,7,5
"9777","LOC284661",3,6,4,5
"9778","LOC284688",2,6,2,2
"9779","LOC284751",4,7,2,3
"9780","LOC284788",5,6,7,5
"9781","LOC284798",5,5,7,5
"9782","LOC284801",5,4,3,5
"9783","LOC284837",6,7,1,7
"9784","LOC284865",6,4,4,1
"9785","LOC284889",5,4,2,5
"9786","LOC284933",3,6,6,5
"9787","LOC284950",5,4,6,6
"9788","LOC284998",2,6,4,2
"9789","LOC285000",5,4,1,5
"9790","LOC285033",6,4,3,3
"9791","LOC285084",3,4,6,5
"9792","LOC285441",3,6,3,2
"9793","LOC285484",5,4,6,5
"9794","LOC285501",2,6,6,2
"9795","LOC285547",4,6,6,7
"9796","LOC285548",5,4,6,5
"9797","LOC285577",3,6,3,5
"9798","LOC285593",2,6,1,5
"9799","LOC285626",3,1,7,5
"9800","LOC285627",2,6,4,2
"9801","LOC285629",3,1,6,4
"9802","LOC285692",5,4,5,7
"9803","LOC285696",1,4,1,1
"9804","LOC285740",5,4,6,5
"9805","LOC285758",5,6,6,2
"9806","LOC285768",2,6,6,2
"9807","LOC285889",3,6,1,5
"9808","LOC285972",7,6,7,5
"9809","LOC286059",6,5,1,3
"9810","LOC286083",1,3,6,1
"9811","LOC286114",5,6,2,5
"9812","LOC286135",5,3,3,5
"9813","LOC286177",5,6,6,5
"9814","LOC286184",2,6,5,5
"9815","LOC286186",2,6,6,2
"9816","LOC286189",4,4,2,5
"9817","LOC286190",7,4,2,6
"9818","LOC286238",5,4,6,1
"9819","LOC286297",5,4,6,5
"9820","LOC286359",3,4,4,1
"9821","LOC286367",2,6,3,2
"9822","LOC286370",5,4,1,7
"9823","LOC286442",2,4,6,5
"9824","LOC286467",5,4,6,2
"9825","LOC339240",5,4,6,5
"9826","LOC339298",5,4,7,2
"9827","LOC339442",5,6,7,5
"9828","LOC339505",5,5,6,3
"9829","LOC339529",4,4,3,5
"9830","LOC339535",3,6,4,2
"9831","LOC339568",2,6,1,2
"9832","LOC339593",2,6,5,2
"9833","LOC339622",2,6,6,2
"9834","LOC339666",6,5,6,5
"9835","LOC339788",2,6,6,2
"9836","LOC339807",5,4,3,2
"9837","LOC339862",2,4,7,2
"9838","LOC339874",7,7,7,3
"9839","LOC339975",5,4,6,5
"9840","LOC340017",2,6,6,2
"9841","LOC340073",5,4,6,5
"9842","LOC340074",2,6,6,2
"9843","LOC340107",2,6,7,5
"9844","LOC340113",5,6,7,5
"9845","LOC340515",3,1,5,7
"9846","LOC341056",5,4,6,5
"9847","LOC344887",5,4,6,5
"9848","LOC344967",6,5,7,3
"9849","LOC348761",6,2,7,6
"9850","LOC349160",5,6,5,5
"9851","LOC374443",1,3,1,1
"9852","LOC375196",5,4,6,5
"9853","LOC375295",5,4,5,5
"9854","LOC387723",1,1,4,1
"9855","LOC388553",5,4,6,4
"9856","LOC388692",5,4,6,5
"9857","LOC388813",2,6,7,2
"9858","LOC388849",3,4,5,1
"9859","LOC388906",6,3,4,3
"9860","LOC388942",2,4,3,2
"9861","LOC388948",4,4,5,5
"9862","LOC389023",5,4,6,5
"9863","LOC389033",3,4,7,5
"9864","LOC389043",2,6,6,5
"9865","LOC389247",1,1,4,5
"9866","LOC389332",7,5,4,5
"9867","LOC389641",6,2,2,7
"9868","LOC389705",5,4,3,2
"9869","LOC389765",5,4,1,2
"9870","LOC389791",4,7,1,6
"9871","LOC389906",5,4,6,5
"9872","LOC390660",5,4,6,5
"9873","LOC391322",5,4,6,5
"9874","LOC392196",3,4,6,2
"9875","LOC392232",5,4,6,4
"9876","LOC392364",5,6,3,5
"9877","LOC399815",6,2,7,3
"9878","LOC399829",5,4,6,5
"9879","LOC400043",4,7,4,5
"9880","LOC400456",3,1,6,3
"9881","LOC400548",4,7,5,5
"9882","LOC400558",5,4,6,1
"9883","LOC400620",7,4,3,1
"9884","LOC400654",2,6,3,5
"9885","LOC400655",3,4,3,5
"9886","LOC400684",4,1,4,1
"9887","LOC400685",5,6,6,3
"9888","LOC400752",4,2,5,6
"9889","LOC400794",5,6,5,2
"9890","LOC400891",6,2,5,3
"9891","LOC400940",2,6,7,5
"9892","LOC400958",5,6,6,2
"9893","LOC401010",1,4,6,1
"9894","LOC401052",5,3,3,3
"9895","LOC401074",3,4,6,2
"9896","LOC401127",3,4,1,1
"9897","LOC401134",2,6,5,2
"9898","LOC401177",3,1,1,5
"9899","LOC401242",5,5,4,6
"9900","LOC401320",2,6,6,2
"9901","LOC401321",3,4,1,5
"9902","LOC401324",2,4,7,5
"9903","LOC401397",2,6,6,4
"9904","LOC401463",5,4,7,5
"9905","LOC401497",2,6,6,5
"9906","LOC401557",6,3,3,6
"9907","LOC401980",7,5,5,6
"9908","LOC402160",4,7,2,7
"9909","LOC402779",2,6,6,4
"9910","LOC407835",3,4,6,5
"9911","LOC439994",1,4,4,1
"9912","LOC440028",4,7,1,1
"9913","LOC440040",3,6,1,5
"9914","LOC440117",5,6,6,5
"9915","LOC440335",4,4,4,3
"9916","LOC440461",5,4,6,4
"9917","LOC440518",5,6,7,5
"9918","LOC440563",2,4,6,5
"9919","LOC440600",7,5,6,4
"9920","LOC440700",7,5,5,6
"9921","LOC440704",2,6,6,2
"9922","LOC440894",5,4,6,5
"9923","LOC440900",7,4,6,6
"9924","LOC440905",5,4,6,2
"9925","LOC440910",5,6,6,5
"9926","LOC440925",1,1,6,5
"9927","LOC440970",2,6,6,2
"9928","LOC441025",2,6,6,5
"9929","LOC441454",5,4,6,5
"9930","LOC441455",2,6,6,5
"9931","LOC441461",7,5,3,3
"9932","LOC441601",5,4,6,2
"9933","LOC441666",3,6,6,5
"9934","LOC442132",5,6,6,4
"9935","LOC442497",5,4,6,5
"9936","LOC494127",2,1,6,3
"9937","LOC494141",5,6,5,4
"9938","LOC550112",6,2,7,5
"9939","LOC550113",2,6,6,2
"9940","LOC550643",3,1,6,4
"9941","LOC553103",6,5,7,3
"9942","LOC554206",3,7,2,7
"9943","LOC554223",7,5,4,5
"9944","LOC574538",7,4,5,5
"9945","LOC595101",4,7,6,7
"9946","LOC606724",3,4,6,5
"9947","LOC613038",5,4,6,5
"9948","LOC63930",5,4,7,7
"9949","LOC641367",5,6,6,5
"9950","LOC641515",5,4,6,2
"9951","LOC641746",5,4,7,5
"9952","LOC642236",2,6,6,2
"9953","LOC642361",6,2,6,3
"9954","LOC642366",1,4,2,4
"9955","LOC642423",5,4,6,5
"9956","LOC642426",3,4,6,2
"9957","LOC642852",5,4,5,5
"9958","LOC643037",5,4,7,5
"9959","LOC643201",7,4,7,6
"9960","LOC643339",4,2,6,5
"9961","LOC643355",4,5,7,3
"9962","LOC643387",5,4,1,5
"9963","LOC643406",3,4,2,5
"9964","LOC643441",2,6,6,2
"9965","LOC643542",5,2,1,5
"9966","LOC643623",2,6,6,5
"9967","LOC643648",5,4,6,5
"9968","LOC643669",5,4,6,1
"9969","LOC643723",5,2,3,3
"9970","LOC643770",4,7,5,3
"9971","LOC643802",5,4,1,4
"9972","LOC643837",6,3,5,3
"9973","LOC643923",5,3,5,3
"9974","LOC644145",5,6,6,5
"9975","LOC644189",3,4,6,2
"9976","LOC644248",6,3,3,3
"9977","LOC644554",5,4,6,1
"9978","LOC644649",3,4,5,2
"9979","LOC644656",1,1,2,1
"9980","LOC644669",5,4,5,5
"9981","LOC644838",3,1,6,4
"9982","LOC644961",5,6,6,5
"9983","LOC645166",6,3,1,1
"9984","LOC645249",1,5,1,1
"9985","LOC645355",2,6,6,2
"9986","LOC645434",5,6,6,2
"9987","LOC645638",1,7,7,6
"9988","LOC645752",5,4,6,1
"9989","LOC645949",2,6,3,2
"9990","LOC646168",3,6,5,2
"9991","LOC646214",2,6,6,2
"9992","LOC646268",2,6,6,2
"9993","LOC646278",5,4,5,5
"9994","LOC646329",6,3,1,3
"9995","LOC646471",5,4,6,5
"9996","LOC646498",3,1,2,5
"9997","LOC646719",6,2,7,6
"9998","LOC646736",2,6,6,2
"9999","LOC646762",3,1,1,4
"10000","LOC646862",6,5,3,6
"10001","LOC646903",1,1,1,1
"10002","LOC646938",5,4,5,2
"10003","LOC646999",3,6,5,5
"10004","LOC647323",6,2,5,3
"10005","LOC647859",5,4,6,5
"10006","LOC648691",5,1,6,3
"10007","LOC648987",3,3,6,5
"10008","LOC649133",2,4,3,3
"10009","LOC649330",5,4,6,5
"10010","LOC649395",2,6,7,2
"10011","LOC650226",4,6,5,5
"10012","LOC652276",3,1,4,1
"10013","LOC653160",5,4,6,5
"10014","LOC653653",5,4,6,7
"10015","LOC653712",5,4,6,5
"10016","LOC653786",2,4,6,2
"10017","LOC654433",5,4,7,5
"10018","LOC727896",2,6,6,5
"10019","LOC727982",2,4,6,2
"10020","LOC728012",5,5,6,5
"10021","LOC728024",3,4,7,2
"10022","LOC728040",2,6,6,2
"10023","LOC728084",2,4,6,2
"10024","LOC728175",5,4,2,5
"10025","LOC728228",5,4,6,2
"10026","LOC728342",2,6,6,2
"10027","LOC728392",5,4,6,5
"10028","LOC728431",4,7,2,1
"10029","LOC728463",6,3,5,3
"10030","LOC728537",2,4,6,5
"10031","LOC728554",3,4,6,1
"10032","LOC728606",2,4,6,2
"10033","LOC728716",7,4,3,5
"10034","LOC728724",2,6,1,3
"10035","LOC728739",2,4,6,3
"10036","LOC728743",5,3,2,6
"10037","LOC728752",7,7,3,3
"10038","LOC728819",5,4,3,5
"10039","LOC728989",2,6,6,2
"10040","LOC729020",5,4,2,7
"10041","LOC729041",3,6,6,5
"10042","LOC729080",3,4,6,7
"10043","LOC729176",2,6,6,5
"10044","LOC729177",5,4,5,5
"10045","LOC729506",5,3,3,5
"10046","LOC729603",6,4,4,3
"10047","LOC729609",2,6,6,5
"10048","LOC729683",5,4,6,5
"10049","LOC729852",4,7,2,4
"10050","LOC729911",3,4,5,1
"10051","LOC729950",2,6,6,2
"10052","LOC729970",7,5,3,3
"10053","LOC729987",2,6,6,5
"10054","LOC730101",1,1,1,4
"10055","LOC730159",2,6,1,2
"10056","LOC730183",4,7,7,7
"10057","LOC730227",6,2,7,7
"10058","LOC730441",2,6,6,2
"10059","LOC730668",6,1,4,1
"10060","LOC730811",2,6,6,2
"10061","LOC731223",6,7,2,1
"10062","LOC731424",4,4,1,7
"10063","LOC731779",3,1,7,5
"10064","LOC81691",6,2,1,7
"10065","LOC84931",3,2,4,5
"10066","LOC90246",5,4,6,5
"10067","LOC90784",5,4,7,5
"10068","LOC90834",5,4,5,5
"10069","LOC91450",6,3,3,4
"10070","LOC93432",3,6,6,2
"10071","LOH12CR1",1,7,4,1
"10072","LOH12CR2",6,2,7,6
"10073","LONP1",5,3,6,3
"10074","LONP2",4,4,6,4
"10075","LONRF1",5,4,6,5
"10076","LONRF2",3,6,6,2
"10077","LONRF3",7,4,7,7
"10078","LOR",5,1,4,1
"10079","LOX",4,7,2,6
"10080","LOXL1",4,2,3,3
"10081","LOXL1-AS1",7,5,2,6
"10082","LOXL2",1,3,7,4
"10083","LOXL3",4,7,5,1
"10084","LOXL4",5,4,7,1
"10085","LPA",2,6,6,2
"10086","LPAL2",2,6,6,5
"10087","LPAR1",1,4,1,5
"10088","LPAR2",7,1,7,6
"10089","LPAR3",5,4,4,5
"10090","LPAR4",5,6,6,5
"10091","LPAR5",5,2,3,5
"10092","LPCAT1",7,4,7,5
"10093","LPCAT2",3,1,4,2
"10094","LPCAT3",6,7,3,3
"10095","LPCAT4",7,5,3,6
"10096","LPGAT1",5,3,3,3
"10097","LPHN1",5,4,6,5
"10098","LPHN2",5,4,2,4
"10099","LPHN3",2,6,1,5
"10100","LPIN1",4,3,1,5
"10101","LPIN2",3,4,2,3
"10102","LPIN3",6,7,2,7
"10103","LPL",3,4,6,5
"10104","LPO",3,6,6,2
"10105","LPP",5,3,5,3
"10106","LPP-AS2",4,1,2,1
"10107","LPPR1",7,4,7,5
"10108","LPPR2",1,1,7,1
"10109","LPPR3",5,4,6,5
"10110","LPPR4",4,4,6,1
"10111","LPPR5",5,5,6,1
"10112","LRAT",4,7,5,3
"10113","LRBA",7,5,5,6
"10114","LRCH1",3,4,5,5
"10115","LRCH2",3,3,6,1
"10116","LRCH3",4,3,2,7
"10117","LRCH4",1,2,3,1
"10118","LRCOL1",7,4,5,6
"10119","LRFN1",6,3,6,5
"10120","LRFN2",5,4,5,5
"10121","LRFN3",6,4,1,5
"10122","LRFN4",4,4,2,7
"10123","LRFN5",7,4,3,2
"10124","LRG1",4,1,6,1
"10125","LRGUK",1,1,6,4
"10126","LRIF1",4,7,6,6
"10127","LRIG1",1,1,1,1
"10128","LRIG2",4,7,2,4
"10129","LRIG3",4,7,5,5
"10130","LRIT1",5,4,1,2
"10131","LRIT2",2,6,3,2
"10132","LRIT3",2,6,6,2
"10133","LRMP",5,5,7,2
"10134","LRP1",7,2,7,6
"10135","LRP10",5,3,3,3
"10136","LRP11",7,5,7,6
"10137","LRP12",4,1,1,7
"10138","LRP1B",3,6,6,5
"10139","LRP2",3,4,3,2
"10140","LRP2BP",2,6,6,2
"10141","LRP3",5,4,6,5
"10142","LRP4",7,4,6,5
"10143","LRP4-AS1",4,2,2,4
"10144","LRP5",7,4,6,5
"10145","LRP5L",5,1,2,3
"10146","LRP6",1,1,2,6
"10147","LRP8",7,4,3,6
"10148","LRPAP1",4,3,3,7
"10149","LRPPRC",5,4,7,5
"10150","LRR1",1,3,3,1
"10151","LRRC1",6,3,5,3
"10152","LRRC10",3,4,6,4
"10153","LRRC10B",7,4,6,5
"10154","LRRC14",5,4,6,5
"10155","LRRC14B",5,4,6,5
"10156","LRRC15",3,3,6,1
"10157","LRRC16A",1,1,1,1
"10158","LRRC16B",7,4,7,1
"10159","LRRC17",2,6,6,2
"10160","LRRC18",5,1,6,5
"10161","LRRC19",2,6,6,5
"10162","LRRC2",5,6,6,5
"10163","LRRC20",1,1,4,1
"10164","LRRC23",3,1,4,1
"10165","LRRC24",5,4,6,5
"10166","LRRC25",3,4,6,5
"10167","LRRC26",5,4,6,6
"10168","LRRC27",7,1,6,6
"10169","LRRC28",1,1,1,5
"10170","LRRC29",1,1,4,4
"10171","LRRC3",5,4,6,5
"10172","LRRC3-AS1",1,1,6,1
"10173","LRRC30",4,4,6,5
"10174","LRRC31",3,1,6,2
"10175","LRRC32",5,4,5,4
"10176","LRRC33",4,5,5,7
"10177","LRRC34",5,5,6,5
"10178","LRRC36",5,5,3,5
"10179","LRRC37A11P",2,5,6,2
"10180","LRRC37A3",5,4,6,5
"10181","LRRC37A5P",2,4,3,2
"10182","LRRC37A6P",5,4,6,5
"10183","LRRC37B",1,5,6,6
"10184","LRRC38",5,4,7,5
"10185","LRRC39",2,6,6,2
"10186","LRRC3B",5,5,3,2
"10187","LRRC3C",5,4,6,2
"10188","LRRC4",5,4,2,5
"10189","LRRC40",4,3,5,3
"10190","LRRC41",7,4,7,2
"10191","LRRC42",5,3,6,7
"10192","LRRC43",5,4,6,3
"10193","LRRC45",7,2,7,6
"10194","LRRC46",6,7,3,3
"10195","LRRC47",5,2,3,5
"10196","LRRC48",7,5,2,4
"10197","LRRC49",6,3,3,3
"10198","LRRC4B",5,4,6,5
"10199","LRRC4C",5,4,7,2
"10200","LRRC52",7,3,6,5
"10201","LRRC55",6,4,1,7
"10202","LRRC56",1,4,4,1
"10203","LRRC57",4,7,2,1
"10204","LRRC58",6,2,3,3
"10205","LRRC59",6,5,2,7
"10206","LRRC6",1,3,1,7
"10207","LRRC61",6,3,3,6
"10208","LRRC66",2,6,6,4
"10209","LRRC69",2,6,6,2
"10210","LRRC7",2,6,7,2
"10211","LRRC70",2,6,2,2
"10212","LRRC71",7,5,7,6
"10213","LRRC72",5,4,7,5
"10214","LRRC73",6,3,7,3
"10215","LRRC8A",7,2,5,5
"10216","LRRC8B",6,3,3,1
"10217","LRRC8C",1,1,1,3
"10218","LRRC8D",6,3,7,3
"10219","LRRC8E",6,3,4,1
"10220","LRRCC1",4,1,5,7
"10221","LRRD1",2,6,4,5
"10222","LRRFIP1",5,4,6,5
"10223","LRRFIP2",6,5,7,6
"10224","LRRIQ1",3,6,1,4
"10225","LRRIQ3",5,4,7,5
"10226","LRRIQ4",3,6,1,5
"10227","LRRK1",5,4,3,5
"10228","LRRK2",4,5,7,5
"10229","LRRN1",5,4,6,5
"10230","LRRN2",7,2,4,5
"10231","LRRN3",2,6,2,2
"10232","LRRN4",7,5,7,6
"10233","LRRN4CL",6,5,1,3
"10234","LRRTM1",5,4,6,5
"10235","LRRTM2",2,4,6,5
"10236","LRRTM3",2,4,7,5
"10237","LRRTM4",3,6,6,2
"10238","LRSAM1",6,7,7,6
"10239","LRTM1",2,4,2,2
"10240","LRTM2",7,4,5,3
"10241","LRTOMT",5,4,3,1
"10242","LRWD1",6,2,7,1
"10243","LSAMP",5,4,7,5
"10244","LSG1",5,3,2,1
"10245","LSM1",6,2,7,3
"10246","LSM10",1,1,1,7
"10247","LSM11",5,4,6,7
"10248","LSM12",2,4,2,2
"10249","LSM14A",6,3,3,3
"10250","LSM14B",5,4,1,5
"10251","LSM2",4,3,5,7
"10252","LSM3",5,4,3,2
"10253","LSM4",5,2,4,1
"10254","LSM5",3,3,3,3
"10255","LSM6",3,1,4,1
"10256","LSM7",7,7,2,7
"10257","LSMD1",1,2,7,1
"10258","LSMEM1",5,4,4,2
"10259","LSMEM2",1,1,3,4
"10260","LSP1",5,1,6,6
"10261","LSP1P3",5,6,6,2
"10262","LSR",4,3,5,6
"10263","LSS",5,4,2,5
"10264","LST1",5,4,6,5
"10265","LTA",1,1,1,1
"10266","LTA4H",1,1,1,1
"10267","LTB",4,1,4,5
"10268","LTB4R",4,4,2,2
"10269","LTB4R2",1,7,5,3
"10270","LTBP1",5,4,6,5
"10271","LTBP2",6,4,3,5
"10272","LTBP3",5,4,6,5
"10273","LTBP4",5,4,6,5
"10274","LTBR",6,2,3,5
"10275","LTC4S",1,5,5,3
"10276","LTK",1,4,1,1
"10277","LTN1",1,7,4,4
"10278","LTV1",4,7,4,1
"10279","LUC7L",4,4,2,7
"10280","LUC7L3",6,7,2,3
"10281","LUM",3,6,6,2
"10282","LURAP1",1,7,1,4
"10283","LURAP1L",3,1,6,4
"10284","LUST",2,6,6,2
"10285","LUZP1",7,5,5,5
"10286","LUZP2",5,6,6,5
"10287","LUZP4",3,4,4,4
"10288","LUZP6",1,1,4,7
"10289","LXN",4,1,1,1
"10290","LY6D",6,7,6,6
"10291","LY6E",6,3,7,6
"10292","LY6G5C",3,5,2,3
"10293","LY6G6C",5,6,7,5
"10294","LY6G6F",5,4,6,1
"10295","LY6H",5,4,6,5
"10296","LY6K",5,3,6,4
"10297","LY75-CD302",5,4,6,3
"10298","LY86",7,4,7,4
"10299","LY9",3,4,6,2
"10300","LY96",5,4,6,4
"10301","LYAR",6,7,2,6
"10302","LYG1",5,4,6,5
"10303","LYG2",2,6,6,2
"10304","LYL1",3,3,7,5
"10305","LYN",5,3,1,3
"10306","LYNX1",7,4,7,5
"10307","LYPD1",6,7,2,3
"10308","LYPD2",5,4,4,3
"10309","LYPD3",4,7,2,7
"10310","LYPD4",5,3,2,7
"10311","LYPD5",5,4,4,5
"10312","LYPD6",4,7,1,7
"10313","LYPD6B",5,4,6,5
"10314","LYPD8",6,3,6,1
"10315","LYPLA1",5,4,6,6
"10316","LYPLA2",6,3,3,3
"10317","LYPLAL1",3,1,4,7
"10318","LYRM1",1,3,1,1
"10319","LYRM2",4,7,2,7
"10320","LYRM4",1,2,7,5
"10321","LYRM5",4,7,2,7
"10322","LYRM7",3,1,6,4
"10323","LYRM9",1,3,4,1
"10324","LYSMD1",7,7,4,1
"10325","LYSMD3",4,7,4,7
"10326","LYSMD4",7,5,6,6
"10327","LYST",1,5,5,1
"10328","LYVE1",3,5,1,1
"10329","LYZ",2,6,2,2
"10330","LYZL1",3,6,1,2
"10331","LYZL2",2,4,5,2
"10332","LYZL4",2,6,6,5
"10333","LZIC",7,2,7,6
"10334","LZTFL1",1,2,6,4
"10335","LZTR1",6,3,3,3
"10336","LZTS1",4,6,1,5
"10337","LZTS1-AS1",5,4,3,5
"10338","LZTS2",6,5,3,6
"10339","LZTS3",5,4,6,5
"10340","M1AP",5,4,6,6
"10341","M6PR",4,3,3,1
"10342","MAATS1",6,4,4,7
"10343","MAB21L2",3,6,4,5
"10344","MAB21L3",5,4,6,5
"10345","MACC1",2,6,5,2
"10346","MACC1-AS1",2,6,5,2
"10347","MACROD1",5,5,5,5
"10348","MACROD2",4,5,2,3
"10349","MACROD2-AS1",5,6,3,2
"10350","MAD1L1",5,3,6,5
"10351","MAD2L1",1,7,3,1
"10352","MAD2L1BP",4,7,5,7
"10353","MAD2L2",5,4,6,5
"10354","MADCAM1",5,4,6,3
"10355","MADD",4,3,2,7
"10356","MAEA",7,4,5,5
"10357","MAEL",4,1,4,5
"10358","MAF",7,5,7,6
"10359","MAF1",6,2,7,6
"10360","MAFA",7,4,6,6
"10361","MAFB",7,5,6,5
"10362","MAFF",6,7,2,7
"10363","MAFG-AS1",5,4,6,5
"10364","MAFK",5,4,6,5
"10365","MAG",7,3,2,5
"10366","MAGEA1",5,5,6,1
"10367","MAGEA10",7,4,6,5
"10368","MAGEA11",7,4,7,5
"10369","MAGEA12",5,5,6,3
"10370","MAGEA2",5,4,6,5
"10371","MAGEA3",5,4,6,5
"10372","MAGEA4",7,4,6,4
"10373","MAGEA6",5,4,6,5
"10374","MAGEA8",5,4,4,7
"10375","MAGEA9B",5,4,6,5
"10376","MAGEB1",6,3,1,2
"10377","MAGEB10",5,6,4,5
"10378","MAGEB16",5,1,5,5
"10379","MAGEB18",2,6,1,5
"10380","MAGEB2",4,4,7,5
"10381","MAGEB3",2,4,6,2
"10382","MAGEB4",3,1,1,5
"10383","MAGEB6",3,4,7,1
"10384","MAGEC1",5,4,6,5
"10385","MAGEC2",6,4,6,3
"10386","MAGEC3",3,6,1,2
"10387","MAGED1",1,1,1,7
"10388","MAGED2",3,4,6,5
"10389","MAGED4",5,4,6,5
"10390","MAGEE1",1,1,6,7
"10391","MAGEE2",3,4,7,4
"10392","MAGEF1",1,2,2,5
"10393","MAGEH1",1,3,6,5
"10394","MAGEL2",5,6,5,3
"10395","MAGI1",6,7,7,3
"10396","MAGI1-AS1",3,1,1,2
"10397","MAGI2",5,4,6,4
"10398","MAGI2-AS2",2,6,6,2
"10399","MAGI2-AS3",5,4,5,3
"10400","MAGI3",5,2,1,5
"10401","MAGIX",5,4,6,5
"10402","MAGOH",6,7,7,1
"10403","MAGOH2",2,6,6,2
"10404","MAGOHB",5,1,3,4
"10405","MAGT1",3,1,7,4
"10406","MAK",4,7,2,7
"10407","MAK16",4,7,1,6
"10408","MAL",6,4,6,3
"10409","MAL2",1,2,7,6
"10410","MALAT1",1,7,7,7
"10411","MALL",4,3,1,3
"10412","MALSU1",1,1,4,4
"10413","MALT1",6,5,3,3
"10414","MAMDC2",3,6,6,2
"10415","MAMDC4",7,6,6,1
"10416","MAML1",5,3,6,3
"10417","MAML2",5,6,6,5
"10418","MAML3",5,7,4,7
"10419","MAMLD1",7,5,7,6
"10420","MAMSTR",1,4,6,1
"10421","MAN1A1",1,1,1,7
"10422","MAN1A2",1,7,4,7
"10423","MAN1B1",6,4,2,5
"10424","MAN1C1",5,4,6,5
"10425","MAN2A1",4,4,2,7
"10426","MAN2A2",5,7,5,7
"10427","MAN2B1",4,3,3,1
"10428","MAN2B2",6,2,2,3
"10429","MAN2C1",4,5,2,6
"10430","MANBA",1,7,3,5
"10431","MANBAL",5,3,4,4
"10432","MANEA",4,7,7,1
"10433","MANEAL",5,3,6,5
"10434","MANF",7,5,3,1
"10435","MANSC1",4,4,7,7
"10436","MANSC4",5,6,2,2
"10437","MAOA",5,4,3,3
"10438","MAOB",3,4,7,5
"10439","MAP10",5,4,6,5
"10440","MAP1A",4,4,2,5
"10441","MAP1B",6,2,7,3
"10442","MAP1LC3A",6,5,7,5
"10443","MAP1LC3B",5,4,3,5
"10444","MAP1LC3B2",1,3,1,1
"10445","MAP1LC3C",5,4,6,5
"10446","MAP1S",6,3,6,6
"10447","MAP2",2,4,6,2
"10448","MAP2K1",7,4,5,5
"10449","MAP2K2",7,2,3,6
"10450","MAP2K3",1,3,5,3
"10451","MAP2K4",5,3,3,5
"10452","MAP2K4P1",5,3,6,3
"10453","MAP2K5",1,5,1,1
"10454","MAP2K6",3,1,4,4
"10455","MAP2K7",6,2,7,6
"10456","MAP3K1",7,4,5,5
"10457","MAP3K10",7,5,7,5
"10458","MAP3K11",4,7,5,7
"10459","MAP3K12",4,2,7,6
"10460","MAP3K13",3,1,3,2
"10461","MAP3K14",6,5,7,6
"10462","MAP3K14-AS1",7,4,7,1
"10463","MAP3K15",5,4,6,5
"10464","MAP3K19",2,6,2,2
"10465","MAP3K2",2,6,4,2
"10466","MAP3K3",7,3,5,3
"10467","MAP3K4",7,5,7,6
"10468","MAP3K5",7,2,3,6
"10469","MAP3K6",4,3,2,3
"10470","MAP3K7",3,6,7,4
"10471","MAP3K7CL",5,6,6,5
"10472","MAP3K8",6,3,5,5
"10473","MAP3K9",1,4,6,5
"10474","MAP4",4,4,5,5
"10475","MAP4K1",5,4,3,5
"10476","MAP4K2",6,5,6,3
"10477","MAP4K3",6,2,5,1
"10478","MAP4K4",7,4,6,3
"10479","MAP4K5",6,3,5,5
"10480","MAP6",5,4,5,2
"10481","MAP6D1",3,4,6,6
"10482","MAP7",5,4,7,5
"10483","MAP7D1",7,5,6,6
"10484","MAP7D2",5,4,7,5
"10485","MAP7D3",5,3,5,2
"10486","MAP9",3,1,5,7
"10487","MAPK1",7,5,7,6
"10488","MAPK10",5,6,1,5
"10489","MAPK11",7,4,7,5
"10490","MAPK12",5,4,4,5
"10491","MAPK13",1,5,7,1
"10492","MAPK14",3,4,6,4
"10493","MAPK15",5,4,3,5
"10494","MAPK1IP1L",6,2,2,6
"10495","MAPK3",5,4,3,5
